1	3.86058
2	3.05085
3	3.14894
4	3.61856
5	3.35417
6	3.71429
7	3.77451
8	4.0354
9	3.98496
10	3.64103
11	3.92188
12	4.35664
13	3.43299
14	3.97849
15	3.81119
16	2.88889
17	3.08889
18	2.83333
19	3.67742
20	3.56098
21	2.5814
22	4.21233
23	4.25581
24	3.50549
25	3.45806
26	3.53846
27	3.19231
28	3.89394
29	2.80357
30	3.75
31	3.56962
32	3.78431
33	3.48077
34	2.4
35	2
36	2.3
37	2.2
38	2.86567
39	3.30435
40	3.03226
41	3.04348
42	3.81013
43	2.95455
44	3.41176
45	4.18919
46	3.83333
47	3.5303
48	4.0625
49	3.35897
50	4.33692
51	3.36364
52	4
53	2.92857
54	3.33898
55	3.7
56	4.1831
57	4.09524
58	3.63265
59	4.225
60	3.93548
61	3.75758
62	2.96552
63	2.95455
64	4.46
65	3.63492
66	3.575
67	3.17308
68	3.47059
69	3.85455
70	3.68116
71	3.76147
72	3.30159
73	3.44118
74	2.8
75	3
76	3.34483
77	3.29885
78	2.5625
79	4.02548
80	2.86842
81	3.54098
82	3.6746
83	4.05682
84	3.2
85	3.22581
86	3.91549
87	3.81081
88	3.54
89	4.10949
90	3.125
91	3.39706
92	3.57143
93	3.68333
94	3.1791
95	3.79612
96	4.0155
97	3.81203
98	4.29126
99	3.8
100	4.20949
101	3.24324
102	3.03571
103	1.63636
104	1
105	2.5814
106	2.875
107	3.375
108	3.29032
109	3.47619
110	2.5625
111	3.54032
112	2.57143
113	4.25
114	4.44737
115	4
116	3.85714
117	3.73575
118	3.22695
119	5
120	2.25641
121	3.51309
122	2.28571
123	3.22581
124	4.06796
125	3.45299
126	3.86441
127	4.31088
128	3.48387
129	3.80952
130	2.22222
131	3.78723
132	4.09302
133	3.95455
134	4.32184
135	4.08594
136	4.07407
137	4
138	2.18182
139	2.76
140	3.21875
141	3.48387
142	3.2
143	3.70175
144	3.91736
145	2.35294
146	2.28571
147	3.56989
148	3.22388
149	2.91667
150	3.80233
151	3.65823
152	3.40541
153	3.8595
154	3.78723
155	3.25581
156	4.09639
157	3.81159
158	2.90625
159	3.43478
160	3.4
161	3.54545
162	3.64286
163	3.58333
164	3.65823
165	4.31034
166	4.025
167	3.14815
168	4.06494
169	4.30357
170	4.30508
171	4
172	4.09605
173	4.13571
174	4.21212
175	3.91667
176	3.9708
177	3.96875
178	4.31148
179	3.97196
180	3.99091
181	4
182	3.90756
183	4.10256
184	3.56604
185	4.10569
186	3.92
187	4.18391
188	3.58228
189	4.18182
190	4.11864
191	4.13907
192	4.30909
193	3.94444
194	4.11382
195	4.02
196	3.97638
197	4.23967
198	3.85938
199	4.11765
200	3.79381
201	3.52941
202	3.74242
203	3.92
204	3.92
205	4
206	3.30769
207	3.97143
208	4
209	4.07
210	3.93293
211	3.93204
212	3.25
213	4.02817
214	3.37288
215	3.71296
216	3.94231
217	3.18644
218	3.44318
219	3.09615
220	3.26667
221	3.68182
222	3.75439
223	4.22059
224	3.5
225	2.94231
226	3.33333
227	3.32
228	3.80172
229	3.2043
230	3.5098
231	2.71429
232	3.28889
233	3.28571
234	3.84173
235	2.80189
236	3.38462
237	3.77419
238	4.03175
239	3.51316
240	2.74684
241	3.57333
242	3.98276
243	2.5
244	3.21739
245	3.06306
246	4.03125
247	2
248	3.7037
249	3.37705
250	3.40741
251	4.45161
252	2.89024
253	3.45455
254	2.36
255	3.24444
256	3.66667
257	3.74468
258	3.84328
259	2.52564
260	2.6
261	2.57895
262	3.5
263	2.63636
264	2.65385
265	3.83721
266	3
267	3.71429
268	3.76613
269	3.96753
270	3.52308
271	3.19388
272	4.34737
273	3.72034
274	3.35484
275	4.056
276	3.76871
277	3.42105
278	3.39286
279	3.33333
280	3.09524
281	3.01266
282	3.57391
283	3.69412
284	3.17241
285	4.33784
286	3.625
287	3.55814
288	3.50593
289	3.10169
290	3.14
291	3.27273
292	3.68
293	3.79412
294	3.0991
295	3.35135
296	4
297	4
298	3.82692
299	3.0303
300	3.62802
301	3.33628
302	4.15441
303	3.74242
304	3.59701
305	3.56818
306	3.98
307	3.41892
308	2.9
309	2.25
310	3.56716
311	3.58065
312	3.25641
313	4.22527
314	1
315	4.16216
316	4.2931
317	3.86207
318	4.38
319	3.15385
320	4.09091
321	3.16304
322	3.09524
323	2.87037
324	3.13433
325	2.59211
326	3.28
327	3.29268
328	3.44444
329	3.15789
330	2.88889
331	3.57143
332	3.43421
333	3.50806
334	3.45161
335	2.66667
336	2.8
337	2.90909
338	2.5814
339	3.42857
340	3.64583
341	3.125
342	2.96875
343	3.23077
344	3.67857
345	3.33333
346	3.67692
347	3.43939
348	3.41667
349	2.86667
350	3.125
351	2.5
352	2.5
353	2
354	3.525
355	3.33333
356	3.30435
357	4.2971
358	2.61538
359	3.42857
360	3.2
361	3.6
362	2.69231
363	2.63636
364	2.44444
365	3.38095
366	3.5
367	3.33333
368	1.86667
369	2.62069
370	2.84
371	3.09091
372	3.5
373	2.88235
374	2.4
375	1.7
376	2.85714
377	1.57143
378	3.75556
379	3.08333
380	3.43636
381	3.72
382	3.65
383	1.75
384	2.78788
385	3.58163
386	2.87179
387	3.52778
388	2.41667
389	3.45455
390	3.6
391	2.76667
392	3.38889
393	3.40426
394	3.66667
395	2.45161
396	2.90323
397	2.75
398	1.88889
399	3.20455
400	2.66667
401	2.86842
402	3.49438
403	3.42453
404	3.79365
405	3.28994
406	2.48
407	2.54545
408	4.40385
409	2.97143
410	3.29213
411	2.88889
412	2.24
413	2.71875
414	3.44444
415	2.66667
416	3.51351
417	3.24324
418	3.61667
419	3.8
420	3.77778
421	3.56667
422	3.11111
423	3.95062
424	1.3
425	3.65957
426	2.61538
427	4.3301
428	4.05263
429	4.04444
430	4.06122
431	3.62295
432	3.74118
433	3.81395
434	3.86207
435	4.0087
436	3.63636
437	1
438	1
439	1
440	1
441	2.42857
442	1
443	3.86517
444	2.68182
445	3.38462
446	2.66667
447	3.72414
448	3.38
449	3.19231
450	2.63889
451	3.56
452	2.82051
453	1.66667
454	2.69231
455	3.33333
456	2.42308
457	1.42857
458	3.14583
459	3.44444
460	2.94444
461	3.58696
462	3.68354
463	4.10256
464	3.66667
465	3.70732
466	3.86957
467	3.96
468	3.2963
469	3.725
470	3.60784
471	3.63107
472	3.04286
473	3.06667
474	4.29412
475	3.89844
476	2.95349
477	3.21429
478	4.11538
479	4.22449
480	4.2
481	3.72414
482	4.09524
483	4.50781
484	4.29412
485	3.80597
486	3.62857
487	4.02857
488	4.17143
489	4.07407
490	4
491	3.72973
492	4
493	4.16667
494	4
495	3.72414
496	4.16832
497	3.76471
498	4.24658
499	4
500	3.8
501	3.61194
502	3.66667
503	3.66667
504	3.80952
505	3.94286
506	3.92857
507	3.80435
508	3.61538
509	3.85965
510	3.98361
511	4.28049
512	4.03226
513	4.35897
514	3.95789
515	4.13187
516	4.02632
517	3.63462
518	3.69565
519	4
520	4.06897
521	3.84483
522	3.64706
523	4.05063
524	3.75
525	3.97436
526	3.79592
527	4.125
528	4.19643
529	3.91667
530	4.06667
531	4
532	3.33333
533	3.83333
534	3.5
535	3.18182
536	3.25
537	3.58824
538	3.375
539	2.7
540	2.64
541	2.82609
542	2.63636
543	3.81818
544	3.23684
545	2.125
546	2.93496
547	3.22222
548	2.375
549	3.65909
550	3.42647
551	2.38889
552	3
553	3.15625
554	2.81967
555	2
556	2.57143
557	2.875
558	3.74359
559	3.30263
560	2.7
561	3.20588
562	3.09524
563	2.4
564	2.11765
565	2.64286
566	3.6375
567	2.84615
568	3.76471
569	2.86486
570	3.19048
571	2.15385
572	2.8125
573	2.84211
574	2.27273
575	2.68
576	2.95238
577	2.09524
578	3.18367
579	2.75
580	3.06667
581	3.45455
582	3.65476
583	3.04545
584	3.37838
585	2.66667
586	2.75
587	3.5
588	3.78095
589	3.84211
590	1.75
591	3.66667
592	3
593	3.25
594	2
595	3.21875
596	3.37705
597	3.08182
598	3
599	1
600	4
601	3.77778
602	3.88889
603	4.40196
604	4.14286
605	3.36842
606	4.03571
607	4.08824
608	3.94444
609	3.66667
610	3.6
611	4.25
612	3.7
613	3.94118
614	3.62069
615	4
616	3.4
617	3.7
618	3.54545
619	3.03125
620	3
621	3.6
622	3.45455
623	2.9
624	3.53846
625	3.2439
626	4.5
627	3.19355
628	3.58824
629	3.44737
630	3.4
631	3.54688
632	4.0625
633	3.93333
634	4.0625
635	2.9
636	3.28889
637	3.33333
638	4.04762
639	3.7
640	3.2973
641	4.38889
642	3.53061
643	2.66667
644	3.94118
645	3.73333
646	4.10526
647	3.91176
648	3.88571
649	3.39286
650	3.55556
651	4.15054
652	3.78431
653	3.83333
654	4.18571
655	4
656	4.05
657	4.33898
658	3.5814
659	4.09375
660	3.80519
661	4.14286
662	3.52632
663	4.05455
664	3.42857
665	2.83636
666	2.5
667	2.33333
668	2
669	1.5
670	3.2381
671	3.54545
672	2.74286
