1	3.8606
2	3.0508
3	3.1489
4	3.6186
5	3.3542
6	3.7143
7	3.7745
8	4.0354
9	3.9850
10	3.6410
11	3.9219
12	4.3566
13	3.4330
14	3.9785
15	3.8112
16	2.8889
17	3.0889
18	2.8333
19	3.6774
20	3.5610
21	2.5814
22	4.2123
23	4.2558
24	3.5055
25	3.4581
26	3.5385
27	3.1923
28	3.8939
29	2.8036
30	3.7500
31	3.5696
32	3.7843
33	3.4808
34	2.4000
35	2.0000
36	2.3000
37	2.2000
38	2.8657
39	3.3043
40	3.0323
41	3.0435
42	3.8101
43	2.9545
44	3.4118
45	4.1892
46	3.8333
47	3.5303
48	4.0625
49	3.3590
50	4.3369
51	3.3636
52	4.0000
53	2.9286
54	3.3390
55	3.7000
56	4.1831
57	4.0952
58	3.6327
59	4.2250
60	3.9355
61	3.7576
62	2.9655
63	2.9545
64	4.4600
65	3.6349
66	3.5750
67	3.1731
68	3.4706
69	3.8545
70	3.6812
71	3.7615
72	3.3016
73	3.4412
74	2.8000
75	3.0000
76	3.3448
77	3.2989
78	2.5625
79	4.0255
80	2.8684
81	3.5410
82	3.6746
83	4.0568
84	3.2000
85	3.2258
86	3.9155
87	3.8108
88	3.5400
89	4.1095
90	3.1250
91	3.3971
92	3.5714
93	3.6833
94	3.1791
95	3.7961
96	4.0155
97	3.8120
98	4.2913
99	3.8000
100	4.2095
101	3.2432
102	3.0357
103	1.6364
104	1.0000
105	2.5814
106	2.8750
107	3.3750
108	3.2903
109	3.4762
110	2.5625
111	3.5403
112	2.5714
113	4.2500
114	4.4474
115	4.0000
116	3.8571
117	3.7358
118	3.2270
119	5.0000
120	2.2564
121	3.5131
122	2.2857
123	3.2258
124	4.0680
125	3.4530
126	3.8644
127	4.3109
128	3.4839
129	3.8095
130	2.2222
131	3.7872
132	4.0930
133	3.9545
134	4.3218
135	4.0859
136	4.0741
137	4.0000
138	2.1818
139	2.7600
140	3.2188
141	3.4839
142	3.2000
143	3.7018
144	3.9174
145	2.3529
146	2.2857
147	3.5699
148	3.2239
149	2.9167
150	3.8023
151	3.6582
152	3.4054
153	3.8595
154	3.7872
155	3.2558
156	4.0964
157	3.8116
158	2.9062
159	3.4348
160	3.4000
161	3.5455
162	3.6429
163	3.5833
164	3.6582
165	4.3103
166	4.0250
167	3.1481
168	4.0649
169	4.3036
170	4.3051
171	4.0000
172	4.0960
173	4.1357
174	4.2121
175	3.9167
176	3.9708
177	3.9688
178	4.3115
179	3.9720
180	3.9909
181	4.0000
182	3.9076
183	4.1026
184	3.5660
185	4.1057
186	3.9200
187	4.1839
188	3.5823
189	4.1818
190	4.1186
191	4.1391
192	4.3091
193	3.9444
194	4.1138
195	4.0200
196	3.9764
197	4.2397
198	3.8594
199	4.1176
200	3.7938
201	3.5294
202	3.7424
203	3.9200
204	3.9200
205	4.0000
206	3.3077
207	3.9714
208	4.0000
209	4.0700
210	3.9329
211	3.9320
212	3.2500
213	4.0282
214	3.3729
215	3.7130
216	3.9423
217	3.1864
218	3.4432
219	3.0962
220	3.2667
221	3.6818
222	3.7544
223	4.2206
224	3.5000
225	2.9423
226	3.3333
227	3.3200
228	3.8017
229	3.2043
230	3.5098
231	2.7143
232	3.2889
233	3.2857
234	3.8417
235	2.8019
236	3.3846
237	3.7742
238	4.0317
239	3.5132
240	2.7468
241	3.5733
242	3.9828
243	2.5000
244	3.2174
245	3.0631
246	4.0312
247	2.0000
248	3.7037
249	3.3770
250	3.4074
251	4.4516
252	2.8902
253	3.4545
254	2.3600
255	3.2444
256	3.6667
257	3.7447
258	3.8433
